title,release_date,popularity,genre_ids,vote_average
Herbie Rides Again,1974-02-12,15.322,"[10749, 35, 10751, 14]",6.1
The Legacy of the Bones,2019-12-05,15.319,"[53, 80]",6.573
Mutant Chronicles,2008-08-07,15.319,"[28, 12, 27, 878]",5.235
Before the Fall,2004-07-04,15.319,[18],7.029
Duma,2005-04-22,15.318,"[12, 18, 10751]",7.3
Angelique and the Sultan,1968-03-13,11.342,"[12, 10749, 36]",6.5
True Memoirs of an International Assassin,2016-11-11,13.841,"[35, 28]",5.737
King of Thieves,2018-09-04,13.093,"[80, 18]",5.497
The Spy Gone North,2018-08-08,17.343,"[18, 36, 53]",7.339
The Limehouse Golem,2016-10-18,17.091,"[27, 9648, 53]",6.228
Deseo,2013-09-13,15.339,[18],6.636
The House of Magic,2013-12-24,13.339,"[10751, 14, 16, 12]",6.363
Turistas,2006-12-01,15.087,"[27, 53]",5.5
800 Bullets,2002-10-18,11.336,"[35, 28, 37]",5.813
13,2010-03-12,11.586,"[18, 53]",5.8
5 Flights Up,2014-09-05,15.838,[18],5.99
Compliance,2012-08-23,17.837,"[18, 53]",6.381
Black Snake Moan,2006-12-31,12.336,[18],6.857
Last Knights,2015-04-03,14.838,"[28, 12]",6.451
Lady Macbeth,2016-12-12,14.089,[18],6.591
Hail the Judge,1994-03-31,13.583,[35],7.1
Ava,2017-06-21,18.09,[18],6.303
Antebellum,2020-09-02,14.597,[27],6.275
Horse Girl,2020-01-27,11.344,[18],5.652
Monster Hunt 2,2018-02-16,13.09,"[12, 35, 14]",6.712
Onibaba,1964-11-21,16.332,"[27, 18]",7.7
Jack Mimoun & the Secrets of Val Verde,2022-10-12,21.62,"[35, 12]",5.257
No Man of God,2021-08-19,13.351,"[80, 18, 53, 36]",6.606
Doraemon: Nobita's Secret Gadget Museum,2013-03-09,13.294,"[16, 12, 10751]",6.531
Heroic Losers,2019-08-15,13.842,"[35, 53]",7.628
Beyond Outrage,2012-09-03,12.334,"[28, 80]",7.033
Sapphire Blue,2014-08-14,15.584,"[14, 10749, 18]",7.2
Tulip Fever,2017-07-13,15.087,"[18, 10749]",6.532
Death to 2020,2020-12-27,11.596,[35],6.514
In Bed with Victoria,2016-09-14,11.318,"[35, 18, 10749]",5.795
Turbulence,1997-01-09,13.579,"[28, 53, 80]",5.3
The Story of O,1975-08-27,16.079,[18],5.6
Alexander the Great,1956-03-28,11.317,"[28, 12, 18, 36, 10752]",5.938
The Burnt Orange Heresy,2020-03-06,13.341,"[9648, 53, 80]",5.658
OMG: Oh My God!,2012-09-28,12.332,"[35, 18, 10751, 14]",7.2
The 51st State,2001-12-07,11.317,"[53, 28, 35, 80]",6.106
The Bridge Curse,2020-02-27,26.403,"[27, 53, 9648]",6.562
Draft Day,2014-04-11,19.333,[18],6.723
The Vanishing,2019-01-04,19.087,"[53, 9648]",5.733
Slaughterhouse Rulez,2018-10-31,20.337,"[28, 35, 14, 27]",5.58
Insatiable Needs,2005-01-01,12.955,[18],5.8
If These Walls Could Sing,2023-01-06,10.216,"[99, 10402]",6.8
Violation,2020-09-14,10.568,"[27, 53, 18]",5.456
Who Would You Take to a Deserted Island?,2019-03-22,10.216,"[35, 18]",5.086
Phineas and Ferb: Mission Marvel,2013-08-16,11.808,"[16, 10751, 35]",6.494
The Bridge at Remagen,1969-06-25,17.025,"[10752, 28]",6.747
Wotakoi: Love is Hard for Otaku,2020-02-07,13.566,"[35, 10749]",6.82
King Arthur: Excalibur Rising,2017-03-01,10.214,[28],4.493
Windstorm 2,2015-05-14,12.058,"[12, 18, 10751, 10749]",7.365
Lost in the Stars,2023-06-22,15.154,"[9648, 80, 53]",6.466
Curious George 3: Back to the Jungle,2015-01-26,10.211,"[16, 10751, 12]",6.9
Amundsen,2019-02-15,10.561,"[18, 36, 12]",6.23
When the Bough Breaks,2016-09-09,14.058,"[18, 53]",5.838
The Beach Bum,2019-03-21,14.312,[35],5.631
Tootsie,1982-12-17,17.013,"[35, 10749]",7.22
Beautiful Vampire,2018-07-13,17.011,"[10749, 14, 18, 10751]",6.968
Concussion,2013-01-17,14.994,[18],5.184
Pil's Adventures,2021-08-11,17.007,"[16, 12, 14, 35, 10751]",6.728
Drive,2019-11-01,15.962,"[28, 53]",5.091
Mom's Got a Date with a Vampire,2000-10-13,13.802,"[10770, 35, 10751, 14, 27]",5.7
"Turn Me On, Dammit!",2011-08-19,15.267,"[18, 35]",6.303
An American Pickle,2020-07-26,15.266,"[35, 18]",5.689
Luna,1979-08-29,15.266,[18],6.433
Astral City: A Spiritual Journey,2010-09-03,15.264,[18],7.101
The Eyes of Tammy Faye,2021-09-17,15.263,"[18, 36]",6.5
How to Seduce Your Teacher,1979-08-09,15.263,[35],5.1
The Childe,2023-06-21,15.262,"[28, 53, 18]",6.991
Kizumonogatari Part 2: Nekketsu,2016-08-19,15.262,"[16, 14, 9648]",8.1
Black Emanuelle,1975-11-27,15.262,"[18, 10749, 12]",4.913
Avatar: Creating the World of Pandora,2010-02-07,15.261,[99],6.6
Gold,2016-02-03,15.26,"[12, 18, 53]",6.616
The Night Porter,1974-04-03,15.26,"[10752, 18, 10749]",6.794
Balto II: Wolf Quest,2002-02-19,15.26,"[10751, 16, 12]",6.253
Promise at Dawn,2017-12-20,15.259,"[18, 10749]",7.326
Absolutely Anything,2015-06-26,15.259,"[35, 878]",5.894
DJ Cinderella,2019-02-28,15.255,"[10749, 35]",6.4
Rio Lobo,1970-04-01,15.254,[37],6.406
The Twelve Tasks of Asterix,1976-06-26,15.254,"[10751, 16, 35, 12]",7.3
Journey's End,2017-12-14,15.253,"[10752, 18, 28]",6.272
Shanghai Fortress,2019-08-09,15.252,"[878, 10752]",5.379
Welcome to Marwen,2018-12-21,15.252,"[18, 35]",6.555
School Dance,2014-07-02,15.252,"[35, 10402, 18]",7.4
Kuffs,1992-01-10,15.251,"[28, 35, 80]",5.8
Rabbids Invasion - Mission To Mars,2021-09-29,15.25,[16],6.1
Sin tetas no hay paraíso,2010-07-23,15.25,"[80, 18]",7.2
Frost/Nixon,2008-10-15,15.249,"[18, 36]",7.302
Paradise,1982-03-12,15.248,"[10749, 12]",6.168
Marvel Studios: Assembling a Universe,2014-03-18,15.247,"[99, 10770]",6.9
Stitches,2012-10-05,15.247,[27],6.336
Daughters of Darkness,1971-10-02,15.247,"[18, 27, 53]",6.28
Psycho II,1983-06-03,15.247,"[27, 9648, 53]",6.5
The King of Algiers,2023-05-24,15.246,"[35, 18]",6.051
Wicker Park,2004-09-03,15.245,"[18, 9648, 10749, 53]",6.837
In the Mouth of Madness,1995-02-03,15.244,"[27, 53, 9648]",7.208
Short Cuts,1993-09-05,15.244,"[18, 35]",7.224
Padre no hay mas que uno 3,2022-07-15,15.243,"[35, 10751]",7.563
West of Hell,2018-06-12,15.243,"[27, 37, 14]",4.5
A Single Man,2009-12-11,15.243,"[18, 10749]",7.288
Booty Call,1997-02-26,15.243,[35],5.225
Les Misérables,1998-05-01,15.242,"[80, 18, 36, 10749]",7.203
Music and Lyrics,2007-02-09,20.07,"[35, 10402, 10749]",6.417
Long Live Love!,2023-06-29,20.441,"[10749, 35]",8.2
"Recently, My Sister is Unusual",2014-05-17,17.292,"[35, 14, 10749]",5.792
Mutant Chronicles,2008-08-07,15.319,"[28, 12, 27, 878]",5.235
Swingers,2002-10-01,16.008,"[10749, 18]",5.7
L.O.L. Surprise! Winter Fashion Show,2022-10-24,14.027,[16],7.705
Death Note: L Change the World,2008-02-07,16.319,"[14, 28, 53, 878, 9648]",5.9
Phantom,2013-01-03,13.319,[53],5.841
Prey,2021-09-10,13.587,[53],4.767
Fitzcarraldo,1982-01-01,16.066,"[18, 12]",7.623
Get the Gringo,2012-03-15,18.319,"[28, 53, 80, 18]",6.5
Sibyl,2019-05-24,20.576,"[18, 35]",5.7
Velvet Goldmine,1998-08-28,12.817,"[18, 10402]",6.889
The Invincible Iron Man,2007-01-23,15.567,"[28, 12, 16, 14, 878]",6.138
Nineteen Eighty-Four,1984-11-09,13.065,"[18, 878, 10749]",6.818
Inazuma Eleven: The Movie,2010-12-23,13.568,"[14, 16]",7.615
Proof,2005-09-05,13.816,"[18, 9648]",6.3
The Prince of Tides,1991-12-25,15.815,"[18, 10749]",6.6
Juice,1992-01-17,13.314,"[80, 18, 53]",7.236
Your Boyfriend Is Mine,2022-03-19,15.441,"[53, 10770]",6.811
K.G.F: Chapter 1,2018-12-20,15.222,"[53, 28, 12, 80]",7.394
The Fable,2024-02-15,15.221,[18],0.0
Bad Genius,2017-05-03,15.221,"[18, 80, 53, 35]",7.905
Saving Zoë,2019-07-12,15.219,"[18, 9648, 53]",6.233
Michael Clayton,2007-09-28,15.219,"[18, 53, 9648, 80]",6.777
The Hole in the Ground,2019-03-01,15.218,[27],5.6
Royalteen,2022-08-17,15.217,"[10749, 18]",5.8
DeepStar Six,1989-01-13,15.215,"[28, 27, 53, 878]",5.4
Ocean's Eleven,1960-08-10,15.212,"[80, 35]",6.4
Chaos,2005-01-17,15.21,"[18, 28, 80]",6.312
A Hologram for the King,2016-04-22,15.209,"[35, 18]",5.834
Begin Again,2013-09-07,15.208,"[35, 10402, 10749, 18]",7.244
Team America: World Police,2004-10-10,15.208,"[12, 28, 35]",6.705
Happy Ending,2023-09-01,15.207,"[10749, 35]",5.975
I Came By,2022-08-19,15.207,"[53, 80]",6.3
Standoff,2016-02-26,15.203,"[53, 18]",6.054
F/X2,1991-04-16,15.202,"[28, 53]",6.4
The Wishmas Tree,2020-02-27,15.2,"[16, 10751, 12, 28]",6.349
Village of the Damned,1960-06-16,15.2,"[27, 878]",7.181
Cape Fear,1962-04-12,15.2,[53],7.434
Sideways,2004-10-22,13.563,"[35, 18, 10749]",7.099
Southern Comfort,1981-09-24,13.812,"[28, 53]",6.961
Justice League Dark,2017-01-24,16.067,"[16, 28, 14]",7.288
At the End of the Tunnel,2016-04-21,15.066,"[80, 53]",7.091
My Best Friend's Girl,2008-09-19,15.313,"[10749, 35]",5.635
Joe Bell,2020-09-14,14.075,[18],6.5
88 Minutes,2007-02-14,15.563,"[80, 9648, 53]",5.8
Velvet Buzzsaw,2019-02-01,15.82,"[53, 9648, 27]",5.359
Stars at Noon,2022-10-14,14.16,"[18, 10749, 53]",6.045
Tau,2018-06-29,16.069,"[878, 53, 27]",6.166
The Dyatlov Pass Incident,2013-02-27,12.813,"[53, 9648]",5.881
Cadillac Records,2008-12-05,12.312,"[18, 36, 10402]",7.176
Avatar 5,2031-12-18,19.818,"[12, 878, 28, 14, 53]",0.0
Rock-A-Doodle,1991-08-02,14.31,"[35, 10751, 16, 14, 10402]",6.232
Cry-Baby,1990-04-06,16.56,"[35, 10749]",6.557
Grudge,2021-10-08,14.92,"[53, 18]",6.083
Beethoven's 3rd,2000-09-07,15.06,"[10751, 35]",5.1
Two Brothers,2004-04-07,18.81,"[12, 18, 10751]",7.143
The Legacy of the Bones,2019-12-05,15.319,"[53, 80]",6.573
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,2013-07-04,16.812,"[28, 35, 878, 16]",7.958
The Legacy of the Bones,2019-12-05,15.319,"[53, 80]",6.573
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,2013-07-04,16.812,"[28, 35, 878, 16]",7.958
Tuck Everlasting,2002-10-11,14.309,"[18, 10751, 14, 10749]",6.603
Suite Française,2015-03-12,24.563,"[18, 10749, 10752]",7.289
Compulsion,2016-11-19,16.434,"[53, 27, 14]",4.741
Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,2012-06-02,18.581,"[35, 14, 878]",5.2
Gettysburg,1993-10-08,14.057,"[18, 36, 10752]",6.883
Sex and the Single Girl,1964-12-25,13.878,"[35, 10749]",6.638
Gurren Lagann the Movie: Childhood's End,2008-09-06,13.969,"[28, 35, 16]",7.6
A Girl Walks Home Alone at Night,2014-11-21,12.31,"[27, 10749]",6.83
A Movie of Eggs,2006-04-21,13.808,"[16, 35, 10751]",7.754
King of Kings,1961-10-11,19.057,"[18, 36]",7.143
Play Misty for Me,1971-10-01,14.306,"[18, 53]",6.579
Freaks of Nature,2015-10-30,15.061,"[878, 35, 27]",6.147
Hud,1963-05-28,16.057,"[18, 37]",7.272
La peor de mis bodas 3,2023-07-27,11.222,"[35, 10749]",6.0
Sweet Family,2019-05-10,20.815,[35],7.521
Raging Fire,2021-07-28,17.825,"[28, 80, 53]",6.899
Kuttram 23,2017-03-03,11.222,"[53, 80, 28]",7.207
Aniara,2019-05-17,12.315,"[878, 18]",6.025
Molly Moon and the Incredible Book of Hypnotism,2015-04-11,11.216,"[14, 10751]",5.256
High Society,2018-08-29,16.132,[18],5.6
Kaamelott: The First Chapter,2021-07-21,12.324,"[12, 14, 35]",6.622
Destination Wedding,2018-08-02,16.812,"[10749, 35, 18]",5.773
El Mariachi,1992-09-04,15.054,"[28, 80, 53, 37]",6.714
Stick Man,2015-12-07,13.779,"[16, 10751]",6.8
Alpha Dog,2006-01-27,14.555,"[80, 18, 53]",6.65
Blade of the Immortal,2017-04-29,11.809,"[28, 14, 12]",6.621
Pizza Dare 1,2020-04-10,14.496,[10749],7.167
The Party,1968-04-04,17.304,[35],7.298
Dracula: The Original Living Vampire,2022-01-28,14.498,"[27, 14, 53]",5.2
White Girl,2016-09-02,15.058,[18],5.623
A Cultural Film,2000-10-04,22.183,[35],6.714
Hard Rain,1998-01-16,13.553,"[53, 80, 28]",5.791
American Heist,2014-09-11,12.306,[28],4.792
The Ward,2010-09-13,14.305,"[27, 9648]",5.795
Dr. Dolittle: Million Dollar Mutts,2009-04-08,12.553,"[35, 10751, 14]",5.557
Ghosts of War,2020-07-03,14.814,"[27, 53, 10752, 14]",6.293
The Great Beauty,2013-05-21,18.055,[18],7.5
Ciao Alberto,2021-11-12,17.573,"[16, 35, 10751, 14]",7.4
The Unthinkable,2018-06-20,15.559,"[53, 28, 878, 18]",5.638
Alone,2017-02-08,13.057,"[14, 878, 27]",5.651
Yoga Hosers,2016-07-08,13.057,"[35, 14, 27]",4.616
Jackass 4.5,2022-05-20,11.829,"[35, 99, 28]",6.475
EXmas,2023-11-17,14.613,"[10749, 35, 10770]",6.726
Hellhole,2022-10-26,17.09,[27],6.061
Bungo Stray Dogs: Dead Apple,2018-03-03,14.308,"[16, 28, 35, 9648, 80, 14]",8.209
Mulan: Rise of a Warrior,2009-11-26,17.052,"[12, 18, 28]",7.4
Paskal,2018-09-27,16.508,"[28, 10752, 18]",7.631
Fletch,1985-05-31,12.549,"[35, 80, 9648]",6.724
Babel,2006-10-26,17.551,[18],7.183
Pulse,2001-02-03,15.05,"[27, 53, 9648]",6.566
Down Periscope,1996-03-01,15.299,[35],6.3
Reign of the Supermen,2019-01-13,14.557,"[878, 16, 28]",7.045
Time of the Gypsies,1988-12-21,13.048,"[18, 35, 80, 14]",7.7
Elizabethtown,2005-10-14,13.299,"[35, 18, 10749]",6.2
Love Tactics,2022-02-11,14.823,"[10749, 35]",7.191
Laboratory Conditions,2018-10-13,14.927,"[27, 18]",8.375
I.Q.,1994-12-24,15.548,"[35, 18, 10749]",6.0
The Eagle Has Landed,1976-12-24,18.048,"[12, 18, 28, 53, 10752]",6.623
Alien: Covenant - Prologue: The Crossing,2017-04-26,15.123,"[27, 878]",6.373
Grudge Match,2013-12-25,15.123,[35],6.083
The Five-Year Engagement,2012-04-27,15.122,"[35, 10749]",5.846
Wendy Wu: Homecoming Warrior,2006-06-16,15.121,"[10751, 28, 12, 10770]",6.2
Entrails of a Beautiful Woman,1986-09-23,15.121,"[27, 878]",4.9
Gold Brick,2023-07-06,15.12,"[35, 18]",6.213
Bigfoot Family,2020-07-23,15.119,"[16, 12, 10751]",7.107
The Last Picture Show,1971-10-03,15.119,[18],7.63
Little Nemo: Adventures in Slumberland,1989-07-15,15.119,"[12, 16, 10751, 14]",6.81
Suki,2023-02-24,15.118,[18],3.2
Noblesse: The Beginning of Destruction,2015-11-28,15.118,"[16, 35, 18, 14, 9648, 27]",6.7
Hard Kill,2020-10-23,15.117,"[28, 12, 53]",5.1
Devil's Workshop,2022-09-30,15.112,[27],5.841
18 Year Old Seungha's Easy Piece of Cake,2020-07-30,15.112,"[18, 10749]",6.9
The Man Who Fell to Earth,1976-03-18,15.111,"[18, 878]",6.419
Breaking Surface,2020-02-14,15.108,"[28, 18, 53]",6.781
Suspect,1987-10-23,15.108,"[80, 18, 53]",6.534
Madly Madagascar,2013-01-29,15.107,"[16, 35, 10751]",6.53
The Triplets of Belleville,2003-06-11,15.106,"[16, 35, 18]",7.361
Waterloo,1970-10-26,15.105,"[36, 18, 10752]",7.07
Oscar,1991-04-26,14.045,[35],6.276
Ultraviolet,2006-03-03,12.547,"[878, 28, 53]",5.185
Just the Two of Us,2023-05-24,11.367,"[53, 18, 10749]",7.061
Light of My Life,2019-08-09,13.055,"[878, 18]",6.457
Tomorrow I Will Date With Yesterday's You,2016-12-17,11.179,"[10749, 18]",7.589
Hannah and Her Sisters,1986-02-07,16.045,"[35, 18]",7.494
Wild Mountain Thyme,2020-12-11,13.309,"[10749, 18]",5.201
Iceman,2017-11-30,11.177,"[12, 18]",6.243
32 Malasana Street,2020-01-17,19.306,"[18, 27]",6.465
Case Closed: The Fourteenth Target,1998-04-18,16.545,"[16, 80, 9648, 12]",7.1
Dream Factory,2019-07-04,11.175,"[18, 35, 10749]",7.4
My Sassy Girl,2001-07-27,13.795,"[18, 35, 10749]",7.539
Badlands,1974-01-05,15.544,"[80, 18, 10749]",7.528
Green Street 3: Never Back Down,2013-10-21,12.298,"[28, 18]",5.385
Joy Ride 2: Dead Ahead,2008-10-07,12.545,"[80, 53, 27]",5.5
Penny Pincher!,2016-09-28,11.799,[35],5.576
Ad Astra,2019-09-17,16.277,"[878, 18]",6.101
Ghost Lab,2021-05-26,12.811,"[18, 27, 878, 53]",6.425
Proud Mary,2018-01-12,18.799,"[53, 28, 80]",5.5
Happy Ending,2023-09-01,15.207,"[10749, 35]",5.975
How to Marry a Millionaire,1953-10-29,18.793,"[35, 10749]",6.8
Mary,2019-09-19,13.303,"[27, 9648]",5.054
Masquerade,2012-09-13,14.544,"[18, 36]",7.671
Nightwatch,1994-02-25,17.291,"[27, 53]",6.915
Pets United,2019-11-08,18.052,"[16, 10751, 12, 35]",5.824
Rollerball,1975-06-25,14.291,"[28, 878]",6.226
A Guy Thing,2003-01-17,14.792,"[35, 10749]",5.9
The Wanderers,1979-07-13,16.291,[18],7.0
Hold the Dark,2018-09-22,16.8,"[53, 9648, 80]",5.386
Lemonade Mouth,2011-04-15,17.043,"[18, 35, 10770]",7.442
Arizona Dream,1993-01-06,13.04,"[14, 35, 18, 10749]",7.189
Where the Heart Is,2000-04-27,14.791,"[35, 18, 10749]",7.1
Seven Psychopaths,2012-10-12,17.293,"[35, 80]",6.815
House of Sand and Fog,2003-12-19,14.791,[18],7.142
Nick of Time,1995-11-22,12.04,"[53, 80, 28]",6.191
Over the Sky,2020-11-27,17.255,"[16, 18, 14]",6.6
The Legend of Tomiris,2019-10-01,12.551,"[36, 10752, 18]",6.9
Sharknado 5: Global Swarming,2017-08-06,12.547,"[28, 35, 878, 10770, 27]",4.767
"Bruce Lee, My Brother",2010-11-25,15.293,"[28, 18]",6.985
Rifkin's Festival,2020-10-01,13.305,"[35, 10749]",6.174
Over the Sky,2020-11-27,17.255,"[16, 18, 14]",6.6
The Legend of Tomiris,2019-10-01,12.551,"[36, 10752, 18]",6.9
Sharknado 5: Global Swarming,2017-08-06,12.547,"[28, 35, 878, 10770, 27]",4.767
"Bruce Lee, My Brother",2010-11-25,15.293,"[28, 18]",6.985
Rifkin's Festival,2020-10-01,13.305,"[35, 10749]",6.174
Iron Man & Captain America: Heroes United,2014-07-29,13.044,"[12, 16, 28]",6.302
I'll Be Home for Christmas,1998-11-13,12.291,"[35, 10751]",5.918
Memoria,2021-09-30,17.31,"[18, 878, 9648]",6.013
Stepmom 2019,2019-12-19,13.73,"[18, 10749]",4.667
Cure,1997-12-27,13.04,"[80, 53, 27, 9648]",7.431
The Presidio,1988-06-10,12.289,"[28, 80, 9648, 53]",5.848
November Criminals,2017-11-07,15.046,"[80, 18, 9648, 53]",5.293
Beavis and Butt-Head Do America,1996-12-20,14.289,"[16, 35]",6.625
Love at First Kiss,2023-03-03,24.594,"[10749, 35]",6.176
2036: Nexus Dawn,2017-08-30,13.296,"[878, 53]",6.881
Bloomington,2010-06-23,14.541,"[10749, 18]",6.6
Just Cause,1995-02-17,15.289,"[28, 18, 9648, 53]",6.2
QT8: The First Eight,2019-10-21,11.154,[99],7.192
Robin Williams: Come Inside My Mind,2018-01-19,11.795,[99],7.905
Miss Stevens,2016-09-16,15.044,"[35, 18]",6.568
Big Business,1988-06-10,13.537,[35],6.3
New York Minute,2004-05-07,16.288,[35],6.202
A Man of Action,2022-11-30,14.21,"[18, 36]",6.6
Smiley,2012-10-12,11.147,[27],4.333
Pumpkinhead,1988-06-09,12.537,"[14, 27]",6.305
Shock Wave,2017-04-20,18.043,"[28, 80]",6.739
Please Stand By,2018-01-26,13.294,"[35, 18]",6.828
Critters Attack!,2019-07-13,12.547,"[27, 878, 35, 10770]",5.716
Raising Arizona,1987-03-01,16.537,"[35, 80]",7.049
Hichki,2018-03-23,13.294,"[18, 35]",7.569
20th Century Women,2016-12-28,16.042,[18],7.4
Me he hecho viral,2023-10-11,15.948,[35],5.738
Battle Angel,1993-06-21,11.144,"[16, 28, 878]",6.805
Lonely Hearts,2006-04-30,13.038,"[18, 53, 80, 10749]",6.031
Naga,2023-09-08,21.567,"[53, 35, 18]",5.5
Dead End,2003-12-12,12.537,"[9648, 27, 53]",6.377
The Best of Enemies,2019-04-05,12.796,"[18, 36]",7.369
We Own the Night,2007-10-12,17.038,"[18, 80, 53]",6.694
Detour,1945-11-30,13.536,"[18, 53]",7.252
Bleach the Movie: The DiamondDust Rebellion,2007-12-22,14.037,"[28, 12, 16]",6.72
Bleach the Movie: The DiamondDust Rebellion,2007-12-22,14.037,"[28, 12, 16]",6.72
Robotrix,1991-05-31,14.315,"[28, 35, 80, 10749, 878, 53, 27]",5.8
The Whole Truth,2021-12-02,13.058,"[18, 27, 9648, 53]",6.518
Menace II Society,1993-05-26,18.566,"[18, 80]",7.5
The Mercator Trail,2022-03-30,19.212,"[12, 10751]",5.8
Attack the Block,2011-05-12,17.538,"[28, 35, 878]",6.5
Prayers for Bobby,2009-01-24,13.787,"[18, 36, 10770]",8.1
Your Friend the Rat,2007-11-06,12.536,"[16, 10751]",6.727
Ewoks: The Battle for Endor,1985-11-24,12.784,"[12, 10751, 10770, 878, 14]",5.4
A Company Man,2012-10-11,14.537,"[18, 28, 80]",6.8
Heart Beats,2021-06-04,14.693,"[10749, 18]",7.395
A Christmas Carol,1999-12-05,13.534,"[18, 14]",6.843
Tremors 4: The Legend Begins,2004-01-02,15.284,"[28, 35, 27, 37]",5.658
Elle,2016-05-25,12.539,"[18, 53]",6.658
Stay Alive,2006-03-24,12.785,"[27, 53]",5.831
The Manchurian Candidate,1962-10-24,15.284,"[53, 18]",7.531
Berlin Syndrome,2017-04-20,21.289,"[9648, 18, 27]",5.994
High Art,1998-06-12,12.284,"[18, 10749]",6.328
Deception,2008-04-24,21.785,"[53, 9648]",5.947
Alvin and the Chipmunks Meet the Wolfman,2000-08-29,13.033,"[10751, 14, 35, 16, 10402]",6.792
Dark Places,2015-04-08,14.286,"[53, 9648, 18, 80]",5.903
Flower & Snake II,2005-05-14,13.692,"[18, 53, 10749]",6.205
Paper Lives,2021-03-12,19.048,[18],8.0
Gantz: Perfect Answer,2011-04-23,15.534,"[28, 9648, 878, 27]",6.8
Lake Placid 2,2007-04-28,13.783,"[27, 878]",4.926
The Housemaid,1960-11-03,11.782,"[80, 18]",7.185
I Lost My Body,2019-11-06,14.292,"[16, 18, 14]",7.491
BloodRayne,2005-10-22,12.032,"[28, 14, 27]",4.096
I Spy,2002-10-31,16.282,"[28, 12, 35, 53]",5.39
A Scanner Darkly,2006-07-07,17.532,"[16, 878, 53]",6.805
Phantom of the Opera,1943-08-12,11.781,"[27, 10749, 18, 10402]",6.238
Nobody Knows,2004-08-07,16.781,[18],7.99
Scandal,1989-03-03,11.117,"[18, 36, 10749]",5.846
Joyeux Noel,2005-11-09,18.53,"[18, 10752, 10749, 36]",7.413
Dumplin',2018-12-20,15.788,"[35, 18, 10402]",6.799
Monster Hunter: Legends of the Guild,2021-08-12,19.709,"[16, 12, 28, 14]",5.528
The Voices,2014-01-19,22.783,"[35, 80, 27, 14]",6.247
The Current War,2018-02-01,16.536,"[18, 36]",6.693
Never Look Away,2018-10-03,17.537,"[18, 10749, 36]",7.8
Summer with Monika,1953-02-09,11.779,"[18, 10749]",7.304
Scandal,1989-03-03,11.117,"[18, 36, 10749]",5.846
Joyeux Noel,2005-11-09,18.53,"[18, 10752, 10749, 36]",7.413
Dumplin',2018-12-20,15.788,"[35, 18, 10402]",6.799
Monster Hunter: Legends of the Guild,2021-08-12,19.709,"[16, 12, 28, 14]",5.528
The Voices,2014-01-19,22.783,"[35, 80, 27, 14]",6.247
The Current War,2018-02-01,16.536,"[18, 36]",6.693
Never Look Away,2018-10-03,17.537,"[18, 10749, 36]",7.8
Summer with Monika,1953-02-09,11.779,"[18, 10749]",7.304
Close,2019-01-18,15.537,"[28, 12, 53]",5.821
Living with Chucky,2022-08-13,13.812,[99],6.4
Viral,2016-02-18,11.111,"[18, 27, 878]",5.639
Enough,2002-05-21,18.529,"[18, 53]",6.654
Women Talking,2022-12-23,15.573,"[18, 80]",6.929
The Insider,1999-10-28,16.279,"[18, 53]",7.5
Don't Look at the Demon,2022-09-29,16.675,[27],5.333
The Sons of Katie Elder,1965-06-23,12.278,[37],7.083
Bait,2000-03-17,14.278,"[28, 53, 80]",5.7
The Thief and the Cobbler,1993-09-23,11.527,"[16, 10751, 14, 10749]",7.103
Dance with Me,1998-08-21,14.528,"[18, 10402, 10749]",6.866
Incredible But True,2022-06-15,11.107,"[35, 18, 14, 9648]",6.025
The Call Up,2016-05-20,11.107,"[12, 28, 878]",5.1
Just in Time for Christmas,2015-12-05,12.322,"[14, 10770, 10749, 18]",6.296
Sex: A Relationship and Not Marriage,2016-04-19,15.021,"[10749, 18]",5.6
Taxi 4,2007-02-10,16.278,"[28, 35]",5.598
Acrimony,2018-03-30,16.784,"[18, 53]",6.755
3 Ninjas Knuckle Up,1995-04-07,15.526,"[10751, 12, 28, 35]",5.084
It's a Wonderful Binge,2022-12-09,11.102,[35],5.01
Stealing Beauty,1996-03-29,14.775,"[18, 10749]",6.7
Iké Boys,2022-10-11,20.994,"[14, 12]",5.8
The Catholic School,2021-10-07,11.546,[18],6.215
House of Pleasures,2011-09-21,16.278,[18],6.6
Winter's Bone,2010-06-11,16.777,"[18, 9648]",6.8
Boonie Bears: Back to Earth,2022-02-01,16.97,"[16, 10751, 878, 12, 35]",6.5
Sator,2019-07-21,14.285,[27],5.038
Road Trip: Beer Pong,2009-08-11,13.776,[35],5.4
Travis Scott: Look Mom I Can Fly,2019-08-28,14.785,"[99, 10402]",6.899
Haikyuu!! Movie 4: Battle of Concepts,2017-09-29,18.493,"[16, 35, 18]",8.0
Smokey and the Bandit,1977-05-26,12.774,"[28, 12, 35]",6.97
